QUESTION	ANSWER	SOURCE	CATEGORY	
Ежемесячное пособие в связи с рождением и воспитанием ребенка_Обязательные условия для получения пособия беременным женщинам?	"Беременные женщины являются гражданами РФ, имеют место жительства (пребывания) в Санкт-Петербурге. В случае отсутствия подтвержденного места жительства (пребывания) на территории РФ заявление может быть подано по месту фактического проживания в СПб.
Назначение и выплата ежемесячного пособия в связи с рождением и воспитанием ребенка осуществляются беременной женщине в случае, если срок ее беременности составляет 6 и более недель и она встала на учет в медицинской организации в ранние сроки беременности (до 12 недель)
"	< ID_Вопроса_в_БД: 460 > Ежемесячное пособие в связи с рождением и воспитанием ребенка	Единое пособие	
Ежемесячное пособие в связи с рождением и воспитанием ребенка_Сроки назначения?	"Заявление подается начиная с 09.01.2023.
Ежемесячное пособие беременной женщине назначается при обращении женщины после наступления срока беременности 12 недель и выплачивается за период, начиная с месяца постановки ее на учет в медицинской организации, но не ранее наступления срока беременности 6 недель и не ранее, чем за период с 01.01.2023.
Ежемесячное пособие беременной женщине выплачивается до месяца родов или прерывания беременности (включительно)."	< ID_Вопроса_в_БД: 461 > Ежемесячное пособие в связи с рождением и воспитанием ребенка	Единое пособие	
Ежемесячное пособие в связи с рождением и воспитанием ребенка_Размеры выплат?	"50% величины прожиточного минимума трудоспособного населения (8226 руб.), установленной в СПб на дату обращения за назначением ежемесячного пособия (далее - величина прожиточного минимума для трудоспособного населения), - если размер среднедушевого дохода семьи не превышает величину прожиточного минимума на душу населения, установленную в СПб на дату обращения за назначением ежемесячного пособия (далее - величина прожиточного минимума на душу населения);
- 75% величины прожиточного минимума для трудоспособного населения (12 339 руб.) - в случае если размер среднедушевого дохода семьи, рассчитанный с учетом выплаты ежемесячного пособия беременной женщине в размере 50% величины прожиточного минимума для трудоспособного населения, не превышает величину прожиточного минимума на душу населения;
- 100% величины прожиточного минимума трудоспособного населения (16 452 руб.) - если размер среднедушевого дохода семьи, рассчитанный с учетом выплаты ежемесячного пособия беременной женщине в размере 75% величины прожиточного минимума трудоспособного населения, не превышает величину прожиточного минимума на душу населения.
При определении размера ежемесячного пособия беременной женщине (в размере 75% и 100%), за расчетный период учета ежемесячного пособия беременной женщине в размере 50 или 75 процентов величины прожиточного минимума для трудоспособного населения принимается 8 месяцев."	< ID_Вопроса_в_БД: 462 > Ежемесячное пособие в связи с рождением и воспитанием ребенка	Единое пособие	
Ежемесячное пособие в связи с рождением и воспитанием ребенка_За какой перод необходимо предоставить доходы?	 Доходы всех членов семьи за последние 12 календарных месяцев (в том числе в случае представления документов (сведений) о доходах семьи за период менее 12 календарных месяцев), предшествовавших месяцу перед месяцем обращения за назначением ежемесячного пособия.	< ID_Вопроса_в_БД: 463 > Ежемесячное пособие в связи с рождением и воспитанием ребенка	Единое пособие	
Ежемесячное пособие в связи с рождением и воспитанием ребенка_Какой должен быть уровень доходов для получения выплаты?	Право на ежемесячное пособие возникает в случае, если размер среднедушевого дохода семьи не превышает величину прожиточного минимума на душу населения, установленную в СПб на дату обращения за назначением ежемесячного пособия (15 094 руб.).	< ID_Вопроса_в_БД: 464 > Ежемесячное пособие в связи с рождением и воспитанием ребенка	Единое пособие	
Ежемесячное пособие в связи с рождением и воспитанием ребенка_Обязательные условия предоставления ежемесячного пособия для категории Семьи, имеющие детей?	"Один из родителей или иной законный представитель ребенка является гражданином РФ, имеет место жительства (пребывания) в Санкт-Петербурге. В случае отсутствия подтвержденного места жительства (пребывания) на территории РФ заявление может быть подано по месту фактического проживания в СПб;
- ребенок является гражданином РФ;
- возраст ребенка до 17 лет;
- размер среднедушевого дохода семьи не превышает величину прожиточного минимума на душу населения, установленную в СПб на дату обращения за назначением ежемесячной выплаты (15 094  руб.)."	< ID_Вопроса_в_БД: 465 > Ежемесячное пособие в связи с рождением и воспитанием ребенка	Единое пособие	
Ежемесячное пособие в связи с рождением и воспитанием ребенка_Кто не имеет права на выплату?	"граждане, дети которых находятся на полном государственном обеспечении;
граждане, лишенных родительских прав (ограниченных в родительских правах);
граждане РФ, выехавших на постоянное место жительства за пределы РФ"	< ID_Вопроса_в_БД: 466 > Ежемесячное пособие в связи с рождением и воспитанием ребенка	Единое пособие	
Ежемесячное пособие в связи с рождением и воспитанием ребенка_Порядок назначения выплаты?	"В случае наличия в семье нескольких детей в возрасте до 17 лет ежемесячное пособие назначается на каждого такого ребенка.
Ежемесячное пособие выплачивается гражданам, имеющим детей в возрасте до 17 лет, с месяца рождения ребенка, но не ранее чем с 01.01.2023, если обращение о назначении ежемесячного пособия последовало в срок не позднее 6 месяцев со дня рождения ребенка. В остальных случаях ежемесячное пособие гражданам, имеющим детей в возрасте до 17 лет, выплачивается начиная с месяца обращения за назначением ежемесячного пособия.
В случае, если женщина получала ежемесячное пособие беременной женщине или ежемесячное пособие в ранние сроки беременности, ежемесячное пособие гражданам, имеющим детей в возрасте до 17 лет, назначается и выплачивается с месяца, следующего за месяцем рождения ребенка, которым она была беременна, при условии, что обращение о назначении ежемесячного пособия гражданам, имеющим детей в возрасте до 17 лет, последовало в срок не позднее 6 месяцев со дня рождения ребенка.
Ежемесячное пособие назначается на 12 месяцев, но на срок не более чем до достижения ребенком возраста 17 лет. Назначение ежемесячного пособия в очередном году осуществляется по истечении 12 месяцев со дня предыдущего обращения. 
Ежемесячное пособие выплачивается за полный месяц независимо от даты рождения ребенка, даты достижения ребенком 17 лет в конкретном месяце или даты обращения за назначением ежемесячного пособия."	< ID_Вопроса_в_БД: 467 > Ежемесячное пособие в связи с рождением и воспитанием ребенка	Единое пособие	
Ежемесячное пособие в связи с рождением и воспитанием ребенка_Куда выплачивается пособие?	"Денежные выплаты также могут быть перечислены:
- на банковский счет, к которому не привязаны пластиковые банковские карты других расчетных систем (например, сберегательный счет);
- почтовым переводом."	< ID_Вопроса_в_БД: 468 > Ежемесячное пособие в связи с рождением и воспитанием ребенка	Единое пособие	
Ежемесячное пособие в связи с рождением и воспитанием ребенка_Перечень документов?	"1. Документ, удостоверяющий личность заявителя: паспорт гражданина Российской Федерации или временное удостоверение личности гражданина Российской Федерации, выдаваемое на период оформления паспорта.
2. Документы о доходах всех членов семьи за последние 12 календарных месяцев (в том числе в случае представления документов (сведений) о доходах семьи за период менее 12 календарных месяцев), предшествовавших месяцу перед месяцем подачи заявления о предоставлении ежемесячной выплаты:
3. Свидетельство о рождении, выданные компетентными органами иностранного государства. Сведения о родителях ребенка в случае регистрации записи акта о рождении ребенка компетентным органом иностранного государства.
4. Документы об опекуне (попечителе) ребенка (детей), в отношении которого подано заявление (в случае установления опеки (попечительства) компетентным органом иностранного государства).
5. Свидетельство о заключении (расторжении) брака, выданные компетентными органами иностранного государства.
6. Свидетельства о смерти ребенка, члена семьи, выданные компетентными органами иностранного государства.
7. Документы о факте обучения заявителя и (или) членов его семьи младше 23 лет в общеобразовательной организации, профессиональной образовательной организации или образовательной организации высшего образования по очной форме обучения
8. Документы о прохождении заявителем или членами его семьи военной службы по призыву в период, за который рассчитывается среднедушевой доход семьи.
9. Документы о факте прохождения заявителем или членами его семьи непрерывного лечения длительностью свыше трех месяцев, вследствие чего временно невозможно осуществлять трудовую деятельность, в период, за который рассчитывается среднедушевой доход семьи
10. Документы о нахождении заявителя или членов его семьи на полном государственном обеспечении 
11. Документы о нахождении заявителя или членов его семьи на принудительном лечении по решению суда
12. Документы о постановке на учет в медицинской организации в связи с беременностью, а также о родоразрешении или прерывании беременности (в случае отсутствия сведений в распоряжении Фонда социального страхования Российской Федерации)
13. Документы о помещении с назначением «жилое» (его части), занимаемом заявителем и (или) членом его семьи, страдающим тяжелой формой хронического заболевания, предусмотренного перечнем тяжелых форм хронических заболеваний, при которых невозможно совместное проживание граждан в одной квартире, утвержденным Министерством здравоохранения Российской Федерации, документы о помещении с назначением «жилое» (его части), признанном в установленном порядке непригодным для проживания.
14. Документы о имеющейся в собственности недвижимости.
15. Документы о зарегистрированном на заявителя или членов его семьи автотранспортном или мототранспортном средстве.
16. Документы о нахождении автотранспортного (мототранспортного) средства, маломерного судна, самоходной машины или другого вида техники под арестом и (или) в розыске.
17. Документы о статусе многодетной семьи
18. Документы (сведения), подтверждающие факт призыва на военную службу по мобилизации в Вооруженные Силы Российской Федерации."	< ID_Вопроса_в_БД: 469 > Ежемесячное пособие в связи с рождением и воспитанием ребенка	Единое пособие	
Ежемесячное пособие в связи с рождением и воспитанием ребенка_Сроки предоставления услуги?	Решение о назначении либо об отказе в назначении ежемесячного пособия принимается осуществляющим назначение и выплату ежемесячного пособия, в течение 10 рабочих дней со дня регистрации заявления о назначении ежемесячного пособия. Срок принятия решения о назначении либо об отказе в назначении ежемесячного пособия продлевается на 20 рабочих дней в случае не поступления документов (сведений), запрашиваемых в рамках межведомственного электронного взаимодействия, или недостающих документов (сведений), представленных позднее 5 рабочих дней со дня регистрации заявления о назначении ежемесячного пособия.	< ID_Вопроса_в_БД: 470 > Ежемесячное пособие в связи с рождением и воспитанием ребенка	Единое пособие	
Ежемесячное пособие в связи с рождением и воспитанием ребенка_Куда адресуется заявление?	Электронное дело оформляется в адрес Клиентской службы Отделения СФР района по месту нахождения МФЦ. Заявления и документы, принятые в секторе мобильных МФЦ, направляются в Клиентскую службу Отделения СФР района Санкт-Петербурга, соответствующего району дислокации мобильного МФЦ в момент их приема.	< ID_Вопроса_в_БД: 471 > Ежемесячное пособие в связи с рождением и воспитанием ребенка	Единое пособие	
Ежемесячное пособие в связи с рождением и воспитанием ребенка_Какие документы удостоверяют личность?	паспорт гражданина РФ ил временное удостоверение личности гражданина РФ, выдаваемое на период оформления паспорта (не должно быть просрочено).	< ID_Вопроса_в_БД: 472 > Ежемесячное пособие в связи с рождением и воспитанием ребенка	Единое пособие	
Ежемесячное пособие в связи с рождением и воспитанием ребенка_Какие документы предоставить при обращении представителя?	1. Документ, удостоверяющий личность доверенного лица по доверенности  2. Нотариально удостоверенная, приравненная к нотариально удостоверенной или удостоверенная организацией, в которой доверитель работает или учится, или администрацией стационарного лечебного учреждения, в котором он находится на излечении. Или простая письменная доверенность	< ID_Вопроса_в_БД: 473 > Ежемесячное пособие в связи с рождением и воспитанием ребенка	Единое пособие	
Ежемесячное пособие в связи с рождением и воспитанием ребенка_Как назначается пособие, если в семье несколько детей?	В случае наличия в семье нескольких детей в возрасте до 17 лет ежемесячное пособие назначается на каждого такого ребенка.	< ID_Вопроса_в_БД: 474 > Ежемесячное пособие в связи с рождением и воспитанием ребенка	Единое пособие	
Ежемесячное пособие в связи с рождением и воспитанием ребенка_Что необходимо для изменения способа доставки?	"Заявителю необходимо обратиться с паспортом и в завлении указывает способ перечисления денежной выплаты (через отделение федеральной почтовой связи или кредитную организацию с указанием лицевого счета). Денежные выплаты также могут быть перечислены:
- на карту «МИР»; - на банковский счет, к которому не привязаны пластиковые банковские карты других расчетных систем (например, сберегательный счет);
- почтовым переводом."	< ID_Вопроса_в_БД: 475 > Ежемесячное пособие в связи с рождением и воспитанием ребенка	Единое пособие	
ПДФ Единовременное пособие при рождении ребенка_Категории заявителей?	"Заявителями на предоставление государственной услуги являются лица из числа
граждан РФ, проживающих на территории РФ,
или иностранных граждан и лиц без гражданства, беженцев, постоянно проживающих на территории РФ:
один из родителей либо лицо, его заменяющее, из числа лиц, не подлежащих обязательному социальному страхованию на случай временной нетрудоспособности и в связи с материнством
(в том числе обучающиеся по очной форме обучения на платной или бесплатной основе в профессиональных образовательных организациях, образовательных организациях высшего образования, образовательных организациях дополнительного профессионального образования и научных организациях),
а также их законные представители или доверенные лица."	< ID_Вопроса_в_БД: 476 > ПДФ Единовременное пособие при рождении ребенка	Единовременное пособие при рождении ребенка	
ПДФ Единовременное пособие при рождении ребенка_Срок обращения за пособием?	Пособие назначается, если обращение за ним последовало не позднее 6 месяцев со дня рождения ребенка.	< ID_Вопроса_в_БД: 477 > ПДФ Единовременное пособие при рождении ребенка	Единовременное пособие при рождении ребенка	
ПДФ Единовременное пособие при рождении ребенка_Каким органом выплачивается пособие?	"В случае, если оба родителя либо лицо, их заменяющее, не работают (не служат) либо обучаются по очной форме обучения в профессиональных образовательных организациях, образовательных организациях высшего образования, организациях дополнительного профессионального образования и научных организациях, единовременное пособие при рождении ребенка назначается и выплачивается территориальным органом СФР по месту жительства (месту пребывания, месту фактического проживания) одного из родителей, либо лица, его заменяющего.
Если брак между родителями ребенка расторгнут, единовременное пособие при рождении ребенка назначается и выплачивается по месту работы (службы) родителя, с которым ребенок совместно проживает или территориальным органом СФР по месту жительства (месту пребывания, месту фактического проживания) родителя, с которым ребенок совместно проживает, в случае если родитель не работает (не служит).
В случае, если один из родителей либо лицо, его заменяющее, работает (служит), а другой родитель либо лицо, его заменяющее, не работает (не служит), единовременное пособие при рождении ребенка назначается и выплачивается по месту работы (службы) родителя либо лица, его заменяющего."	< ID_Вопроса_в_БД: 478 > ПДФ Единовременное пособие при рождении ребенка	Единовременное пособие при рождении ребенка	
ПДФ Единовременное пособие при рождении ребенка_Размер выплаты?	Единовременное пособие при рождении ребенка с 01.02.2023 составляет 22 909 руб. 03 коп.	< ID_Вопроса_в_БД: 479 > ПДФ Единовременное пособие при рождении ребенка	Единовременное пособие при рождении ребенка	
ПДФ Единовременное пособие при рождении ребенка_Кому выплачивается на работе?	"Лицам, подлежащим обязательному социальному страхованию на случай временной нетрудоспособности и в связи с материнством;
- лицам, проходящим военную службу по контракту, службу в качестве лиц рядового и начальствующего состава в органах внутренних дел, войск национальной гвардии, в Государственной противопожарной службе, в учреждениях и органах уголовно-исполнительной системы, органах принудительного исполнения РФ, органах по контролю за оборотом наркотических средств и психотропных веществ, таможенных органах;
- лицам, уволенным в связи с выводом воинских частей с территорий государств - бывших республик Союза Советских Социалистических Республик и других государств на территории РФ, передислокацией воинских частей в пределах территории РФ, истечением срока трудового договора в воинских частях, находящихся за пределами РФ, или в связи с переводом мужа из таких воинских частей в РФ."	< ID_Вопроса_в_БД: 480 > ПДФ Единовременное пособие при рождении ребенка	Единовременное пособие при рождении ребенка	
ПДФ Единовременное пособие при рождении ребенка_Перечень документов?	"В заявлении необходимо указать способ перечисления денежной выплаты (почтовое отделение 
или реквизиты банковского счета (номер отделения федеральной почтовой связи, наименование кредитной организации, № лицевого счета)). В целях обеспечения корректного перечисления выплаты на счет заявителя, открытый им в кредитных организациях, заявителю рекомендуется представить сберегательную книжку или банковскую распечатку с указанием реквизитов счета карты «МИР».
1. Документ, удостоверяющий личность заявителя.
2. В случае регистрации записи соответствующего акта гражданского состояния компетентным органом иностранного государства: документ о рождении ребенка; документ о смерти ребенка; документ о расторжении брака.
3. Копия решения суда об усыновлении ребенка
4. Документы о трудовой деятельности по последнему месту работы (службы)
5. Документы о не назначении пособия по месту работы (службы) другого родителя
6. Документы о последнем месте службы
7. Если брак между родителями ребенка расторгнут для подтверждения совместного проживания на территории Российской Федерации ребенка с одним из родителей копия решения суда с записью об определении места жительства ребенка с родителем
8. Документы о регистрации иностранного гражданина или лица без гражданства по месту жительства
9. Документы о постановке иностранного гражданина или лица без гражданства на учет по месту пребывания
10. Согласие на обработку персональных данных лица, не являющегося заявителем (представителем)"	< ID_Вопроса_в_БД: 481 > ПДФ Единовременное пособие при рождении ребенка	Единовременное пособие при рождении ребенка	
ПДФ Единовременное пособие при рождении ребенка_Какие документы удостоверяют личность?	паспорт гражданина РФ ил временное удостоверение личности гражданина РФ, выдаваемое на период оформления паспорта (не должно быть просрочено).	< ID_Вопроса_в_БД: 482 > ПДФ Единовременное пособие при рождении ребенка	Единовременное пособие при рождении ребенка	
ПДФ Единовременное пособие при рождении ребенка_Какие документы предоставить при обращении представителя?	1. Документ, удостоверяющий личность доверенного лица по доверенности  2. Нотариально удостоверенная, приравненная к нотариально удостоверенной или удостоверенная организацией, в которой доверитель работает или учится, или администрацией стационарного лечебного учреждения, в котором он находится на излечении. Или простая письменная доверенность	< ID_Вопроса_в_БД: 483 > ПДФ Единовременное пособие при рождении ребенка	Единовременное пособие при рождении ребенка	
ПДФ Единовременное пособие при рождении ребенка_Куда адресуется заявление?	Электронное дело оформляется в адрес Клиентской службы Отделения СФР района по месту нахождения МФЦ. Заявления и документы, принятые в секторе мобильных МФЦ, направляются в Клиентскую службу Отделения СФР района Санкт-Петербурга, соответствующего району дислокации мобильного МФЦ в момент их приема.	< ID_Вопроса_в_БД: 484 > ПДФ Единовременное пособие при рождении ребенка	Единовременное пособие при рождении ребенка	
ПДФ Единовременное пособие при рождении ребенка_Основания для отказа?	"Решение об отказе в назначении государственного пособия выносится: 1. гражданам РФ, иностранным гражданам и лицам без гражданства, дети которых находятся на полном государственном обеспечении;
2. гражданам РФ, иностранным гражданам и лицам без гражданства, лишенным родительских прав либо ограниченным в родительских правах;
3. гражданам РФ, выехавшим на постоянное место жительства за пределы РФ;
4. при рождении мертвого ребенка;
5. в случае, если обращение последовало позднее 6 месяцев со дня рождения ребенка."	< ID_Вопроса_в_БД: 485 > ПДФ Единовременное пособие при рождении ребенка	Единовременное пособие при рождении ребенка	
ПДФ Единовременное пособие при рождении ребенка_Срок предоставления услуги?	"В 10-дневный срок с даты приема (регистрации) заявления со всеми необходимыми документами (с учетом доставки документов).
Выплата пособия заявителям осуществляется уполномоченным органом через организации федеральной почтовой связи либо кредитные организации, указанные заявителями в заявлении, не позднее 26 числа месяца, следующего за месяцем приема (регистрации) заявления."	< ID_Вопроса_в_БД: 486 > ПДФ Единовременное пособие при рождении ребенка	Единовременное пособие при рождении ребенка	
ПДФ Единовременное пособие при рождении ребенка_Возможен ли донос документов?	"Донос необходимых документов возможен только в Клиентскую службу Отделения CФР.
"	< ID_Вопроса_в_БД: 487 > ПДФ Единовременное пособие при рождении ребенка	Единовременное пособие при рождении ребенка	
ПДФ Единовременное пособие при рождении ребенка_Куда выплачивается выплата?	"Денежные выплаты также могут быть перечислены:
- на карту «МИР»; - на банковский счет, к которому не привязаны пластиковые банковские карты других расчетных систем (например, сберегательный счет);
- почтовым переводом. В случае предоставления иной платежной системы, необходимо составить сопроводительное письмо."	< ID_Вопроса_в_БД: 488 > ПДФ Единовременное пособие при рождении ребенка	Единовременное пособие при рождении ребенка	
ПДФ Единовременное пособие при рождении ребенка_Выплату можно получать только на карту МИР?	"В случае волеизъявления заявителя о получении выплат на банковский счет выплата денежных средств будет производиться на банковские счета физических лиц, операции по которым осуществляются с использованием национальных платежных инструментов (карты «МИР»).
В случае обращения заявителей в Центр телефонного обслуживания или в структурные подразделения СПб ГКУ «МФЦ» необходимо в обязательном порядке информировать заявителей о возможности перечисления выплат исключительно на карты «МИР» в случае волеизъявления заявителей получать указанные выплаты на счет банковской карты. 
"	< ID_Вопроса_в_БД: 489 > ПДФ Единовременное пособие при рождении ребенка	Единовременное пособие при рождении ребенка	
Единовременное пособие при рождении ребенка в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем_Кто заявитель?	"Заявителями являются подлежащие обязательному социальному страхованию на случай временной нетрудоспособности и в связи с материнством граждане РФ, а также постоянно или временно проживающие на территории РФ иностранные граждане и лица без гражданства:
- лица, работающие по трудовым договорам, в том числе руководители организаций, являющиеся единственными участниками (учредителями), членами организаций, собственниками их имущества;
- государственные гражданские служащие, муниципальные служащие;
- лица, замещающие государственные должности РФ, государственные должности субъекта РФ, а также муниципальные должности, замещаемые на постоянной основе;
- члены производственного кооператива, принимающие личное трудовое участие в его деятельности;
- священнослужители;
- лица, осужденные к лишению свободы и привлеченные к оплачиваемому труду."	< ID_Вопроса_в_БД: 490 > Единовременное пособие при рождении ребенка в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем	Единовременное пособие при рождении ребенка в случае прекращения деятельности страхователем либо в случае невозможности его выплаты страхователем	
